URL	English	French
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	duration/ amount	Durée/montant
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	status	Statut
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	actions	Actions
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	unapprove	Non approuver
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	mark as paid	Marquer comme payé
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	unmark as paid	Enlever comme payé
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	approve	Approuver
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	unapprove 	Non approuver
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	approved	Approuvé
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	entered	Entré
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	hour	Heure
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	hours	Heures
http://app.corkcrm.com/jobs/timecards?custom_date_range=1407286107000%2C1407890907572.8208&view=list	delete	Supprimer

http://app.corkcrm.com/owner	owner	Propriétaire
http://app.corkcrm.com/owner	crews	Équipes
http://app.corkcrm.com/owner	users	Utilisateurs
http://app.corkcrm.com/owner	organization info	Information de l'organisation
http://app.corkcrm.com/owner	proposal templates	Modèles de soumission
http://app.corkcrm.com/owner	email templates	Modèles de courriel
http://app.corkcrm.com/owner	reports	Rapports
http://app.corkcrm.com/owner	website embed	Site internet intégré
http://app.corkcrm.com/owner	website embed	Site internet intégré
http://app.corkcrm.com/owner	subscription	Abonnement
http://app.corkcrm.com/owner	my subscription	Mon abonnement
http://app.corkcrm.com/owner	manage your organization's crews	Gérer les équipes de l’organisation
http://app.corkcrm.com/owner	manage your organization's users	Gérer les utilisateurs de l’organisation
http://app.corkcrm.com/owner	edit your organization's information	Modifier les informations de votre organisation
http://app.corkcrm.com/owner	customize your organization's emails	Personnaliser les adresses courriels de votre organisation
http://app.corkcrm.com/owner	customize your organization's proposals	Personnaliser les soumissions de votre organisation
http://app.corkcrm.com/owner	reports	Rapports
http://app.corkcrm.com/owner	view reports and statistics on leads, proposals, and jobs	Voir les rapports et les statistiques sur les clients potentiels, les soumissions et les projets
http://app.corkcrm.com/owner	embed the appointment calendar and contact form into your website	Intégrer le calendrier des rendez-vous et le formulaire de contact dans votre site web
http://app.corkcrm.com/owner	update your organizations subscription	Mettre à jour de l’abonnement de votre organisation

http://app.corkcrm.com/owner/crews	crews	Équipes
http://app.corkcrm.com/owner/crews	crew	Équipe
http://app.corkcrm.com/owner/crews	number of members	Nombre de membres
http://app.corkcrm.com/owner/crews	action	Action
http://app.corkcrm.com/owner/crews	new crew	Nouvelle équipe
http://app.corkcrm.com/owner/crews	new user	Nouvel utilisateur

http://app.corkcrm.com/owner/crews/new	new	Nouveau
http://app.corkcrm.com/owner/crews/new	name	Nom
http://app.corkcrm.com/owner/crews/new	users	Utilisateurs
http://app.corkcrm.com/owner/crews/new	Each employee you wish to add to a crew	Chaque employé que vous voulez ajouter à une équipe de travail
http://app.corkcrm.com/owner/crews/new	must have a user account existing within	Doit avoir un compte utilisateur existant dans
http://app.corkcrm.com/owner/crews/new	your organization.	Votre organisation
http://app.corkcrm.com/owner/crews/new	select some options	Sélectionnez des options
http://app.corkcrm.com/owner/crews/new	save crew	Sauvegarder une équipe
http://app.corkcrm.com/owner/crews/new	your crew has been deleted.	Votre équipe a été effacée
http://app.corkcrm.com/owner/crews/new	your crew has been added.	Votre équipe a été ajoutée

http://app.corkcrm.com/owner/users/new	details	Détails
http://app.corkcrm.com/owner/users/new	first name	Prénom
http://app.corkcrm.com/owner/users/new	last name	Nom de famille
http://app.corkcrm.com/owner/users/new	email	Adresse courriel
http://app.corkcrm.com/owner/users/new	phone	Téléphone
http://app.corkcrm.com/owner/users/new	address	Adresse
http://app.corkcrm.com/owner/users/new	address 2	Adresse secondaire
http://app.corkcrm.com/owner/users/new	zip	Code postal
http://app.corkcrm.com/owner/users/new	city	Ville
http://app.corkcrm.com/owner/users/new	state/ region	Province / Région
http://app.corkcrm.com/owner/users/new	country	Pays
http://app.corkcrm.com/owner/users/new	hourly pay rate	Taux horaire
http://app.corkcrm.com/owner/users/new	active	Actif
http://app.corkcrm.com/owner/users/new	User can login and is active in your system. Once created, the user will be emailed a password to log in with.	L’utilisateur peut se connecter et est actif dans votre système. Une fois créé, l’utilisateur recevra un mot de passe par courriel lui permettant de se connecter.
http://app.corkcrm.com/owner/users/new	save user	Sauvegarder utilisateur
http://app.corkcrm.com/owner/users/new	permissions	Autorisations
http://app.corkcrm.com/owner/users/new	permission profiles	Profils d'autorisation
http://app.corkcrm.com/owner/users/new	administrator	Administrateur
http://app.corkcrm.com/owner/users/new	sales	Ventes
http://app.corkcrm.com/owner/users/new	painter	Peintre
http://app.corkcrm.com/owner/users/new	no permissions	Aucune autorisation
http://app.corkcrm.com/owner/users/new	leads	Clients potentiels
http://app.corkcrm.com/owner/users/new	view leads	Voir clients potentiels
http://app.corkcrm.com/owner/users/new	manage leads	Administrer les clients potentiels
http://app.corkcrm.com/owner/users/new	appointments	Rendez-vous
http://app.corkcrm.com/owner/users/new	can be assigned appointments	Rendez-vous pouvant être assignés
http://app.corkcrm.com/owner/users/new	view appointments 	Voir les rendez-vous
http://app.corkcrm.com/owner/users/new	manage appointments	Gérer les rendez-vous
http://app.corkcrm.com/owner/users/new	proposals	Soumissions
http://app.corkcrm.com/owner/users/new	view assigned proposals	Voir les soumissions assignées
http://app.corkcrm.com/owner/users/new	view all proposals	Voir toutes les soumissions
http://app.corkcrm.com/owner/users/new	manage proposals	Gérer les soumissions
http://app.corkcrm.com/owner/users/new	jobs	Projets
http://app.corkcrm.com/owner/users/new	can be assigned jobs	Projets pouvant être assignés
http://app.corkcrm.com/owner/users/new	view assigned jobs	Voir les projets assignés
http://app.corkcrm.com/owner/users/new	view all jobs	Voir tous les projets
http://app.corkcrm.com/owner/users/new	manage jobs	Gérer les projets
http://app.corkcrm.com/owner/users/new	can make timecard entries	Peut créer des feuilles de temps

http://app.corkcrm.com/owner/users	organization users	Utilisateurs de l'organisation
http://app.corkcrm.com/owner/users	name	Nom
http://app.corkcrm.com/owner/users	phone number	Numéro de téléphone
http://app.corkcrm.com/owner/users	address	Adresse
http://app.corkcrm.com/owner/users	role	Poste
http://app.corkcrm.com/owner/users	status	Statut
http://app.corkcrm.com/owner/users	actions	Actions
http://app.corkcrm.com/owner/users	add an employee	Ajouter un employé
http://app.corkcrm.com/owner/users	role	Poste
http://app.corkcrm.com/owner/users	status	Statut
http://app.corkcrm.com/owner/users	actions	Actions
http://app.corkcrm.com/owner/users	edit 	Modifier
http://app.corkcrm.com/owner/users	become	Devenir
http://app.corkcrm.com/owner/users	employee	Employé
http://app.corkcrm.com/owner/users	owner	Propriétaire
http://app.corkcrm.com/owner/users	active	Actif

http://app.corkcrm.com/owner/organization/edit	edit organization	Modifier l'organisation
http://app.corkcrm.com/owner/organization/edit	name	Nom
http://app.corkcrm.com/owner/organization/edit	address	Adresse
http://app.corkcrm.com/owner/organization/edit	address 2	Adresse secondaire
http://app.corkcrm.com/owner/organization/edit	zip 	Code postal
http://app.corkcrm.com/owner/organization/edit	city	Ville
http://app.corkcrm.com/owner/organization/edit	state/region	Province / Région
http://app.corkcrm.com/owner/organization/edit	country	Pays
http://app.corkcrm.com/owner/organization/edit	email	Adresse courriel
http://app.corkcrm.com/owner/organization/edit	phone	Numéro de téléphone
http://app.corkcrm.com/owner/organization/edit	fax	Numéro de fax
http://app.corkcrm.com/owner/organization/edit	license number	Numéro de licence
http://app.corkcrm.com/owner/organization/edit	time zone	Fuseau horaire
http://app.corkcrm.com/owner/organization/edit	timecard lock period	Période de fermeture de la feuille de temps
http://app.corkcrm.com/owner/organization/edit	never	Jamais
http://app.corkcrm.com/owner/organization/edit	weekly	Hebdomadaire
http://app.corkcrm.com/owner/organization/edit	When weekly timecard locks are enabled, timecards for a given week cannot be entered or edited after the following Sunday at 11:59 pm.	Lorsque la période de fermeture des feuilles de temps hebdomadaires est active, les feuilles de temps relatives aux semaines concernées ne peuvent pas être entrées ni modifiées après 11:59 PM du dimanche suivant
http://app.corkcrm.com/owner/organization/edit	logo	Logo
http://app.corkcrm.com/owner/organization/edit	choose file	Choisir un fichier
http://app.corkcrm.com/owner/organization/edit	Your logo is used in proposals and emails. For best results, choose one with a white or transparent background.	Votre logo est utilisé dans les soumissions et les courriels. Pour de meilleurs résultats, choisissez s’en un avec un fond blanc ou transparent.
http://app.corkcrm.com/owner/organization/edit	save organization	Sauvegarder l'organisation

http://app.corkcrm.com/owner/email_templates	appointment 2 day follow up	Rendez-vous - suivi dans 2 jours
http://app.corkcrm.com/owner/email_templates	http://app.corkcrm.com/owner/email_templates/108/edit	Rendez-vous - suivi dans 7 jours
http://app.corkcrm.com/owner/email_templates	http://app.corkcrm.com/owner/email_templates/108/edit	Confirmation de rendez-vous
http://app.corkcrm.com/owner/email_templates	appointment reminder	Rappel de rendez-vous
http://app.corkcrm.com/owner/email_templates	job complete	Projet complété
http://app.corkcrm.com/owner/email_templates	job complete 1 monthfollowup	Projet complété - suivi dans 1 mois
http://app.corkcrm.com/owner/email_templates	lead added via embed	Client potentiel ajouté par intégration
http://app.corkcrm.com/owner/email_templates	lead welcome	Accueil du client potentiel
http://app.corkcrm.com/owner/email_templates	proposal accepted	Soumission acceptée
http://app.corkcrm.com/owner/email_templates	proposal issued	Soumission délivrée
http://app.corkcrm.com/owner/email_templates	proposal issued 1 month reminder	Soumission délivrée - Rappel dans 1 mois
http://app.corkcrm.com/owner/email_templates	proposal issued 1 week reminder	Soumission délivrée - Rappel dans 1 semaine
http://app.corkcrm.com/owner/email_templates	proposal issued 2 day reminder	Soumission délivrée - Rappel dans 2 jours
http://app.corkcrm.com/owner/email_templates	proposal issued 2 month reminder	Soumission délivrée - Rappel dans 2 mois
http://app.corkcrm.com/owner/email_templates	proposal issued 3 month reminder	Soumission délivrée - Rappel dans 3 mois
http://app.corkcrm.com/owner/email_templates	email name	Nom de l'adresse courriel
http://app.corkcrm.com/owner/email_templates	description	Description
http://app.corkcrm.com/owner/email_templates	status	Statut
http://app.corkcrm.com/owner/email_templates	action	Action
http://app.corkcrm.com/owner/email_templates	enabled 	Validé
http://app.corkcrm.com/owner/email_templates	disabled	Invalidé
http://app.corkcrm.com/owner/email_templates	action	Action
http://app.corkcrm.com/owner/email_templates	edit this template	Modifier ce modèle
http://app.corkcrm.com/owner/email_templates	test this template	Tester ce modèle
http://app.corkcrm.com/owner/email_templates	enable	Valide
http://app.corkcrm.com/owner/email_templates	disable	Invalide
http://app.corkcrm.com/owner/email_templates	Sent to client 2 days after they are added to the system if no appointment has been scheduled	Envoyer au client 2 jours après qu’ils soient ajoutés au système si aucun rendez-vous n’a été planifié
http://app.corkcrm.com/owner/email_templates	Sent to client 7 days after they are added to the system if no appointment has been scheduled	Envoyer au client 7 jours après qu’ils soient ajoutés au système si aucun rendez-vous n’a été planifié
http://app.corkcrm.com/owner/email_templates	Sent to your organization's appointment holder when an appointment is scheduled (or rescheduled)	Envoyer à la personne en charge des horaires de votre organisation lorsque un rendez-vous est planifié
http://app.corkcrm.com/owner/email_templates	Sent to client 48 hours before a scheduled appointment	Envoyer au client 48 heures avant un rendez-vous à l’horaire
http://app.corkcrm.com/owner/email_templates	Sent to client when a job is marked as completed	Envoyer au client lorsqu’un projet est marqué comme complété
http://app.corkcrm.com/owner/email_templates	Sent to client 1 month after a job is marked as completed	Envoyer au client 1 mois après qu’un projet soit marqué comme complété
http://app.corkcrm.com/owner/email_templates	Sent to organization owner after a lead is added via the embeddable form	Envoyer au propriétaire de l'organisation après que le client potentiel ait été ajouté par intégration
http://app.corkcrm.com/owner/email_templates	Sent to lead contact after a lead is created	Envoyer au contact principal après qu’un client potentiel soit créé
http://app.corkcrm.com/owner/email_templates	Sent to client, contractor and salesperson with PDF attachment after a proposal is accepted	Envoyer au client, contracteur et vendeur avec les fichiers PDF lorsqu’une soumission est acceptée
http://app.corkcrm.com/owner/email_templates	Sent to client, contractor and salesperson with PDF attachment when a proposal is issued	Envoyer au client, contracteur et vendeur avec les fichiers PDF lorsqu’une soumission est envoyée
http://app.corkcrm.com/owner/email_templates	Sent to client 1 month after a proposal is issued, if it is still active	Envoyer au client 1 mois après qu’une soumission ait été envoyée, si elle est toujours active
http://app.corkcrm.com/owner/email_templates	Sent to client 1 week after a proposal is issued, if it is still active	Envoyer au client 1 semaine après qu’une soumission ait été envoyée, si elle est toujours active
http://app.corkcrm.com/owner/email_templates	Sent to client 2 days after a proposal is created, if it is still active	Envoyer au client 2 jours après qu’une soumission ait été envoyée, si elle est toujours active
http://app.corkcrm.com/owner/email_templates	Sent to client 2 months after a proposal is issued, if it is still active	Envoyer au client 2 mois après qu’une soumission ait été envoyée, si elle est toujours active
http://app.corkcrm.com/owner/email_templates	Sent to client 3 months after a proposal is issued, if it is still active	Envoyer au client 3 mois après qu’une soumission ait été envoyée, si elle est toujours active

http://app.corkcrm.com/owner/reports	leads	Clients potentiels
http://app.corkcrm.com/owner/reports	appointments	Rendez-vous
http://app.corkcrm.com/owner/reports	proposals	Soumissions
http://app.corkcrm.com/owner/reports	jobs	Projets
http://app.corkcrm.com/owner/reports	timesheets	Feuilles de temps
http://app.corkcrm.com/owner/reports	payroll	Comptabilité des salaires
http://app.corkcrm.com/owner/reports	expenses	Dépenses
http://app.corkcrm.com/owner/reports	profit	Profit
http://app.corkcrm.com/owner/reports	payment tracking	Suivis des paiements
http://app.corkcrm.com/owner/reports	sales performance	Performance des ventes
http://app.corkcrm.com/owner/reports	communications	Communications
http://app.corkcrm.com/owner/reports	scheduled estimates	Calendrier des estimations
http://app.corkcrm.com/owner/reports	report list	Liste de rapports

http://app.corkcrm.com/owner/reports/leads	leads report	Rapport des clients potentiels
http://app.corkcrm.com/owner/reports/leads	lead status distribution 	Distribution des statuts des clients potentiels
http://app.corkcrm.com/owner/reports/leads	lead source distribution	Distribution des sources des clients potentiels
http://app.corkcrm.com/owner/reports/leads	active leads	Clients potentiels actifs
http://app.corkcrm.com/owner/reports/leads	transcended leads	Clients potentiels expirés
http://app.corkcrm.com/owner/reports/leads	dead leads	Clients potentiels nuls
http://app.corkcrm.com/owner/reports/leads	number of leads created by day	Nombre de clients potentiels créés par jour
http://app.corkcrm.com/owner/reports/leads	lead geographical distribution	Distribution géographique des clients potentiels
http://app.corkcrm.com/owner/reports/leads	filter by date	Filtrer par date
http://app.corkcrm.com/owner/reports/leads	back to reports	Retour aux rapports

http://app.corkcrm.com/owner/reports/appointments	appointments report	Rapport des rendez-vous
http://app.corkcrm.com/owner/reports/appointments	filter by date	Filtrer par date
http://app.corkcrm.com/owner/reports/appointments	filter by employee	Filtrer par employé
http://app.corkcrm.com/owner/reports/appointments	filter by job	Filtrer par projet
http://app.corkcrm.com/owner/reports/appointments	appointments by month	Classement des rendez-vous par mois
http://app.corkcrm.com/owner/reports/appointments	number of appointments	Nombre de rendez-vous
http://app.corkcrm.com/owner/reports/appointments	appointments by employee	Classement des rendez-vous par employé
http://app.corkcrm.com/owner/reports/appointments	employee	Employé
http://app.corkcrm.com/owner/reports/appointments	salesperson assigned to customer	Vendeur assigné au client

http://app.corkcrm.com/owner/reports/proposals	proposals report	Rapport des soumissions
http://app.corkcrm.com/owner/reports/proposals	proposal status distribution	Distribution des statuts de soumission
http://app.corkcrm.com/owner/reports/proposals	proposal template distribution	Distribution des modèles de soumission
http://app.corkcrm.com/owner/reports/proposals	active	Actif
http://app.corkcrm.com/owner/reports/proposals	issued 	Distribué
http://app.corkcrm.com/owner/reports/proposals	accepted	Accepté
http://app.corkcrm.com/owner/reports/proposals	declined	Refusé
http://app.corkcrm.com/owner/reports/proposals	customer	Client
http://app.corkcrm.com/owner/reports/proposals	status	Statut
http://app.corkcrm.com/owner/reports/proposals	template	Modèle
http://app.corkcrm.com/owner/reports/proposals	signatures	Signatures
http://app.corkcrm.com/owner/reports/proposals	date created	Date créée
http://app.corkcrm.com/owner/reports/proposals	amount	Montant
http://app.corkcrm.com/owner/reports/proposals	budgeted hours	Heures budgétées
http://app.corkcrm.com/owner/reports/proposals	hours	Heures
http://app.corkcrm.com/owner/reports/proposals	signatures	Signatures
http://app.corkcrm.com/owner/reports/proposals	customer has not yet signed	Le client n’a pas encore signé
http://app.corkcrm.com/owner/reports/proposals	customer signed 1 month ago	Le client a signé il y a 1 mois
http://app.corkcrm.com/owner/reports/proposals	customer signed 2 months ago	Le client a signé il y a 2 mois
http://app.corkcrm.com/owner/reports/proposals	filter by salesperson 	Filtrer par vendeur
http://app.corkcrm.com/owner/reports/proposals	filter by date	Filtrer par date
http://app.corkcrm.com/owner/reports/proposals	proposal geographical distribution	Distribution géographique des soumissions
http://app.corkcrm.com/owner/reports/proposals	totals	Totaux

http://app.corkcrm.com/owner/reports/jobs	jobs report	Rapport de projets
http://app.corkcrm.com/owner/reports/jobs	job state distribution	Distribution de l’état d’avancement d’un projet
http://app.corkcrm.com/owner/reports/jobs	accepted	Accepté
http://app.corkcrm.com/owner/reports/jobs	scheduled	Planifié
http://app.corkcrm.com/owner/reports/jobs	average time spent in lifecycle	Temps moyen passé dans un cercle de vie
http://app.corkcrm.com/owner/reports/jobs	lead	Client potentiel
http://app.corkcrm.com/owner/reports/jobs	proposed	Proposé
http://app.corkcrm.com/owner/reports/jobs	accepted scheduled	Horaire accepté
http://app.corkcrm.com/owner/reports/jobs	job geographical distribution	Distribution géographique des projets
http://app.corkcrm.com/owner/reports/jobs	job title	Titre du projet
http://app.corkcrm.com/owner/reports/jobs	contact	Contact

http://app.corkcrm.com/owner/reports/timesheets	timesheets report	Rapport des feuilles de temps
http://app.corkcrm.com/owner/reports/timesheets	unapproved	Non approuvé
http://app.corkcrm.com/owner/reports/timesheets	approved	Approuvé
http://app.corkcrm.com/owner/reports/timesheets	paid	Payé
http://app.corkcrm.com/owner/reports/timesheets	filter by employee	Filtrer par employé
http://app.corkcrm.com/owner/reports/timesheets	filter by date	Filtrer par date
http://app.corkcrm.com/owner/reports/timesheets	back to reports	Retour aux rapports
http://app.corkcrm.com/owner/reports/timesheets	value	Valeur
http://app.corkcrm.com/owner/reports/timesheets	user	Utilisateur
http://app.corkcrm.com/owner/reports/timesheets	job	Projet
http://app.corkcrm.com/owner/reports/timesheets	in	Entrée
http://app.corkcrm.com/owner/reports/timesheets	out	Sortie
http://app.corkcrm.com/owner/reports/timesheets	duration 	Durée
http://app.corkcrm.com/owner/reports/timesheets	amount	Montant
http://app.corkcrm.com/owner/reports/timesheets	status	Statut
http://app.corkcrm.com/owner/reports/timesheets	entered 	Entré
http://app.corkcrm.com/owner/reports/timesheets	approved 	Approuvé
http://app.corkcrm.com/owner/reports/timesheets	paid	Payé
http://app.corkcrm.com/owner/reports/timesheets	totals	Totaux

http://app.corkcrm.com/owner/reports/payroll	payroll report	Rapport de la comptabilité des salaires
http://app.corkcrm.com/owner/reports/payroll	filter by date	Filtrer par date
http://app.corkcrm.com/owner/reports/payroll	filter by employee	Filtrer par employé
http://app.corkcrm.com/owner/reports/payroll	payroll distribution by employee	Distribution des salaires par employé
http://app.corkcrm.com/owner/reports/payroll	payroll distribution by job	Distribution des salaires par projet
http://app.corkcrm.com/owner/reports/payroll	number of hours paid out by day	Nombre d’heures payées par jour

http://app.corkcrm.com/owner/reports/expenses	expenses report	Rapport des dépenses
http://app.corkcrm.com/owner/reports/expenses	filter by job	Filtrer par projet
http://app.corkcrm.com/owner/reports/expenses	expenses by job	Dépenses par projet
http://app.corkcrm.com/owner/reports/expenses	expenses by employee	Dépenses par employé
http://app.corkcrm.com/owner/reports/expenses	employee	Employé
http://app.corkcrm.com/owner/reports/expenses	job	Projet
http://app.corkcrm.com/owner/reports/expenses	description	Description
http://app.corkcrm.com/owner/reports/expenses	date of expense	Date de la dépense
http://app.corkcrm.com/owner/reports/expenses	amount	Montant
http://app.corkcrm.com/owner/reports/expenses	total	Total

http://app.corkcrm.com/owner/reports/profit	profit report	Rapport des profits
http://app.corkcrm.com/owner/reports/profit	all 	Tous
http://app.corkcrm.com/owner/reports/profit	active	Actif
http://app.corkcrm.com/owner/reports/profit	completed	Complété
http://app.corkcrm.com/owner/reports/profit	job name	Nom du projet
http://app.corkcrm.com/owner/reports/profit	job estimate	Estimation du projet
http://app.corkcrm.com/owner/reports/profit	job total	Total du projet
http://app.corkcrm.com/owner/reports/profit	collected	Collecté
http://app.corkcrm.com/owner/reports/profit	total payout 	Total des versements
http://app.corkcrm.com/owner/reports/profit	expenses 	Dépenses
http://app.corkcrm.com/owner/reports/profit	profit	Profit

http://app.corkcrm.com/owner/reports/deposit_payment_tracking	deposit/ payment tracking report	Suivis des rapports de dépôts / paiements
http://app.corkcrm.com/owner/reports/deposit_payment_tracking	job	Projet
http://app.corkcrm.com/owner/reports/deposit_payment_tracking	amount received	Montant reçu
http://app.corkcrm.com/owner/reports/deposit_payment_tracking	job amount 	Montant du projet
http://app.corkcrm.com/owner/reports/deposit_payment_tracking	outstanding balance	Balance à payer

http://app.corkcrm.com/owner/reports/sales_performance	sales performance report	Rapport de performance des ventes
http://app.corkcrm.com/owner/reports/sales_performance	employee	Employé
http://app.corkcrm.com/owner/reports/sales_performance	appointments booked	Rendez-vous planifiés
http://app.corkcrm.com/owner/reports/sales_performance	proposals created	Soumissions créées
http://app.corkcrm.com/owner/reports/sales_performance	proposals accepted	Soumissions acceptées
http://app.corkcrm.com/owner/reports/sales_performance	jobs sold	Projets vendus
http://app.corkcrm.com/owner/reports/sales_performance	jobs completed	Projets complétés
http://app.corkcrm.com/owner/reports/sales_performance	communications report	Rapport des communications
http://app.corkcrm.com/owner/reports/sales_performance	communicatio n by employee	Communication par employé
http://app.corkcrm.com/owner/reports/sales_performance	communication by job	Communication par projet
http://app.corkcrm.com/owner/reports/sales_performance	communication by day	Communication par jour

http://app.corkcrm.com/owner/reports/estimates	estimates report	Rapport des estimations
http://app.corkcrm.com/owner/reports/estimates	estimates by employee	Estimations par employé
http://app.corkcrm.com/owner/reports/estimates	estimates by contact	Estimations par contact
http://app.corkcrm.com/owner/reports/estimates	employee	Employé
http://app.corkcrm.com/owner/reports/estimates	contact	Contact
http://app.corkcrm.com/owner/reports/estimates	when	Quand

http://app.corkcrm.com/owner/website_embed	website embed	Site internet intégré
http://app.corkcrm.com/owner/website_embed	help text	Texte d’aide
http://app.corkcrm.com/owner/website_embed	This text will show above the appointment scheduling form. We recommend you include information about your service area or any specific information you would like the prospect to include in their project details.	Ce texte va s’afficher au dessus du formulaire d’horaire des rendez-vous. Nous recommandons d’inclure de l’information à propos de la région désservie par vos services ou toute autre information spécifique dont vous aimeriez que la personne concernée inclue dans les détails de son projet.
http://app.corkcrm.com/owner/website_embed	Thank You Message	Message de remerciement
http://app.corkcrm.com/owner/website_embed	This message will be shown to the user after they have scheduled an appointment or filled in an online contact form.	Ce message va s’afficher à l’utilisateur après qu’il ait planifié un rendez-vous ou qu’il ait rempli un formulaire de contact en ligne
http://app.corkcrm.com/owner/website_embed	save customizations	Sauvegarder les personnalisations
http://app.corkcrm.com/owner/website_embed	embed HTML & options	Intégré HTML & les options
http://app.corkcrm.com/owner/website_embed	Have your webmaster include the following HTML code on your website to allow visitors to submit a lead inquiry or schedule appointments online.	Demander à votre concepteur web d’inclure le code HTML suivant dans votre site internet afin de permettre aux visiteurs de soumettre un problème ou de planifier un rendez-vous en ligne
http://app.corkcrm.com/owner/website_embed	 Show a form to collect lead information.	Montrez un formulaire pour recevoir l’information du client potentiel
http://app.corkcrm.com/owner/website_embed	 Show a form to collect lead information.	Montrez un formulaire pour recevoir l’information du client potentiel
http://app.corkcrm.com/owner/website_embed	Preview	Prévisualiser
http://app.corkcrm.com/owner/website_embed	Have a question or want us to call you?	Vous avez des questions ou vous désirez qu’on vous appelle ?
http://app.corkcrm.com/owner/website_embed	schedule appointment time	Planifier l'heure du rendez-vous
http://app.corkcrm.com/owner/website_embed	appointment calendar	Calendrier des rendez-vous
http://app.corkcrm.com/owner/website_embed	preferred contact date/ time	Date / heure préférable pour prendre contact
http://app.corkcrm.com/owner/website_embed	project details, questions, or comments	Détails du projets, questions ou commentaires
http://app.corkcrm.com/owner/website_embed	verify humanity	Test de vérification humaine
http://app.corkcrm.com/owner/website_embed	submit inquiry to… {{company_name}}	Soumettre un problème à… ( Nom de la compagnie )

http://app.corkcrm.com/contacts	contacts	Contacts
http://app.corkcrm.com/contacts	name	Nom
http://app.corkcrm.com/contacts	email	Adresse courriel
http://app.corkcrm.com/contacts	phone	Numéro de téléphone
http://app.corkcrm.com/contacts	address	Adresse
http://app.corkcrm.com/contacts	actions	Actions
http://app.corkcrm.com/contacts	edit 	Modifier
http://app.corkcrm.com/contacts	delete	Supprimer
http://app.corkcrm.com/contacts	search contact by name/ address	Rechercher contact par nom / adresse
http://app.corkcrm.com/contacts	new contact	Nouveau contact

http://app.corkcrm.com/contacts/new	first name	Prénom
http://app.corkcrm.com/contacts/new	last name	Nom de famille
http://app.corkcrm.com/contacts/new	company	Compagnie
http://app.corkcrm.com/contacts/new	phone	Numéro de téléhone
http://app.corkcrm.com/contacts/new	email	Courriel
http://app.corkcrm.com/contacts/new	address	Adresse
http://app.corkcrm.com/contacts/new	address 2	Adresse secondaire
http://app.corkcrm.com/contacts/new	zip	Code postal
http://app.corkcrm.com/contacts/new	city	Ville
http://app.corkcrm.com/contacts/new	state/ region	Province / Région
http://app.corkcrm.com/contacts/new	country	Pays
http://app.corkcrm.com/contacts/new	save	Sauvegarder
http://app.corkcrm.com/contacts/new	are you sure you want to delete this contact?	Êtes-vous sûr de vouloir supprimer ce contact?
http://app.corkcrm.com/contacts/new	cancel	Annuler
http://app.corkcrm.com/contacts/new	ok	Ok
http://app.corkcrm.com/contacts/new	your contact was successfully deleted	Votre contact a été supprimé avec succès
http://app.corkcrm.com/contacts/new	your contact was successfully added	Votre contact a été ajouté avec succès
http://app.corkcrm.com/contacts/new	next	Suivant
http://app.corkcrm.com/contacts/new	last	Précédent
http://app.corkcrm.com/contacts/new	login	Connexion
http://app.corkcrm.com/contacts/new	logout	Déconnexion
